State/Country,Year,Category of occupation,Code Version, Employed Person ('000) 
Malaysia,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,"1,002.4"
Johor,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,71.1
Kedah,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,85.0
Kelantan,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,105.9
Melaka,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,10.9
Negeri Sembilan,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,36.0
Pahang,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,76.2
Pulau Pinang,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,11.3
Perak,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,70.0
Perlis,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,12.2
Selangor,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,23.2
Terengganu,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,30.3
Sabah,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,256.8
Sarawak,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,212.9
W.P. Kuala Lumpur,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,0.1
W.P Labuan,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,0.7
W.P.Putrajaya,2014,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,0.1
Malaysia,2014,Craft and related trades workers ,MASCO 2008,"1,555.1"
Johor,2014,Craft and related trades workers ,MASCO 2008,226.9
Kedah,2014,Craft and related trades workers ,MASCO 2008,107.4
Kelantan,2014,Craft and related trades workers ,MASCO 2008,92.1
Melaka,2014,Craft and related trades workers ,MASCO 2008,40.0
Negeri Sembilan,2014,Craft and related trades workers ,MASCO 2008,43.6
Pahang,2014,Craft and related trades workers ,MASCO 2008,77.7
Pulau Pinang,2014,Craft and related trades workers ,MASCO 2008,90.9
Perak,2014,Craft and related trades workers ,MASCO 2008,129.0
Perlis,2014,Craft and related trades workers ,MASCO 2008,12.0
Selangor,2014,Craft and related trades workers ,MASCO 2008,224.7
Terengganu,2014,Craft and related trades workers ,MASCO 2008,88.0
Sabah,2014,Craft and related trades workers ,MASCO 2008,187.4
Sarawak,2014,Craft and related trades workers ,MASCO 2008,167.3
W.P. Kuala Lumpur,2014,Craft and related trades workers ,MASCO 2008,60.2
W.P Labuan,2014,Craft and related trades workers ,MASCO 2008,7.4
W.P.Putrajaya,2014,Craft and related trades workers ,MASCO 2008,0.4
Malaysia,2014,Plant and machine-operators and assemblers,MASCO 2008,"1,659.1"
Johor,2014,Plant and machine-operators and assemblers,MASCO 2008,247.5
Kedah,2014,Plant and machine-operators and assemblers,MASCO 2008,115.4
Kelantan,2014,Plant and machine-operators and assemblers,MASCO 2008,36.2
Melaka,2014,Plant and machine-operators and assemblers,MASCO 2008,65.9
Negeri Sembilan,2014,Plant and machine-operators and assemblers,MASCO 2008,55.8
Pahang,2014,Plant and machine-operators and assemblers,MASCO 2008,64.5
Pulau Pinang,2014,Plant and machine-operators and assemblers,MASCO 2008,147.6
Perak,2014,Plant and machine-operators and assemblers,MASCO 2008,130.0
Perlis,2014,Plant and machine-operators and assemblers,MASCO 2008,8.5
Selangor,2014,Plant and machine-operators and assemblers,MASCO 2008,408.1
Terengganu,2014,Plant and machine-operators and assemblers,MASCO 2008,32.5
Sabah,2014,Plant and machine-operators and assemblers,MASCO 2008,185.2
Sarawak,2014,Plant and machine-operators and assemblers,MASCO 2008,106.3
W.P. Kuala Lumpur,2014,Plant and machine-operators and assemblers,MASCO 2008,51.5
W.P Labuan,2014,Plant and machine-operators and assemblers,MASCO 2008,2.8
W.P.Putrajaya,2014,Plant and machine-operators and assemblers,MASCO 2008,1.2
Malaysia,2014,Elementary occupations  ,MASCO 2008,"1,820.8"
Johor,2014,Elementary occupations  ,MASCO 2008,176.7
Kedah,2014,Elementary occupations  ,MASCO 2008,109.8
Kelantan,2014,Elementary occupations  ,MASCO 2008,75.0
Melaka,2014,Elementary occupations  ,MASCO 2008,31.3
Negeri Sembilan,2014,Elementary occupations  ,MASCO 2008,55.5
Pahang,2014,Elementary occupations  ,MASCO 2008,127.2
Pulau Pinang,2014,Elementary occupations  ,MASCO 2008,72.9
Perak,2014,Elementary occupations  ,MASCO 2008,112.5
Perlis,2014,Elementary occupations  ,MASCO 2008,8.5
Selangor,2014,Elementary occupations  ,MASCO 2008,286.5
Terengganu,2014,Elementary occupations  ,MASCO 2008,46.8
Sabah,2014,Elementary occupations  ,MASCO 2008,415.9
Sarawak,2014,Elementary occupations  ,MASCO 2008,211.2
W.P. Kuala Lumpur,2014,Elementary occupations  ,MASCO 2008,83.1
W.P Labuan,2014,Elementary occupations  ,MASCO 2008,5.0
W.P.Putrajaya,2014,Elementary occupations  ,MASCO 2008,2.8
Malaysia,2013,Total,MASCO 2008,"13,545.4"
Johor,2013,Total,MASCO 2008,"1,553.4"
Kedah,2013,Total,MASCO 2008,842.3
Kelantan,2013,Total,MASCO 2008,602.7
Melaka,2013,Total,MASCO 2008,375.5
Negeri Sembilan,2013,Total,MASCO 2008,464.1
Pahang,2013,Total,MASCO 2008,659.8
Pulau Pinang,2013,Total,MASCO 2008,811.9
Perak,2013,Total,MASCO 2008,947.8
Perlis,2013,Total,MASCO 2008,94.3
Selangor,2013,Total,MASCO 2008,"2,933.3"
Terengganu,2013,Total,MASCO 2008,407.0
Sabah,2013,Total,MASCO 2008,"1,706.0"
Sarawak,2013,Total,MASCO 2008,"1,188.5"
W.P. Kuala Lumpur,2013,Total,MASCO 2008,877.8
W.P Labuan,2013,Total,MASCO 2008,40.1
W.P.Putrajaya,2013,Total,MASCO 2008,40.7
Malaysia,2013,Managers             ,MASCO 2008,695.5
Johor,2013,Managers             ,MASCO 2008,63.1
Kedah,2013,Managers             ,MASCO 2008,24.7
Kelantan,2013,Managers             ,MASCO 2008,12.4
Melaka,2013,Managers             ,MASCO 2008,12.4
Negeri Sembilan,2013,Managers             ,MASCO 2008,27.3
Pahang,2013,Managers             ,MASCO 2008,14.8
Pulau Pinang,2013,Managers             ,MASCO 2008,47.4
Perak,2013,Managers             ,MASCO 2008,34.2
Perlis,2013,Managers             ,MASCO 2008,5.4
Selangor,2013,Managers             ,MASCO 2008,267.2
Terengganu,2013,Managers             ,MASCO 2008,15.0
Sabah,2013,Managers             ,MASCO 2008,53.3
Sarawak,2013,Managers             ,MASCO 2008,42.0
W.P. Kuala Lumpur,2013,Managers             ,MASCO 2008,70.9
W.P Labuan,2013,Managers             ,MASCO 2008,2.1
W.P.Putrajaya,2013,Managers             ,MASCO 2008,3.4
Malaysia,2013,Professionals,MASCO 2008,"1,284.7"
Johor,2013,Professionals,MASCO 2008,107.6
Kedah,2013,Professionals,MASCO 2008,65.3
Kelantan,2013,Professionals,MASCO 2008,49.2
Melaka,2013,Professionals,MASCO 2008,37.1
Negeri Sembilan,2013,Professionals,MASCO 2008,42.9
Pahang,2013,Professionals,MASCO 2008,47.2
Pulau Pinang,2013,Professionals,MASCO 2008,79.5
Perak,2013,Professionals,MASCO 2008,68.5
Perlis,2013,Professionals,MASCO 2008,6.7
Selangor,2013,Professionals,MASCO 2008,442.2
Terengganu,2013,Professionals,MASCO 2008,34.6
Sabah,2013,Professionals,MASCO 2008,96.2
Sarawak,2013,Professionals,MASCO 2008,74.5
W.P. Kuala Lumpur,2013,Professionals,MASCO 2008,121.6
W.P Labuan,2013,Professionals,MASCO 2008,4.2
W.P.Putrajaya,2013,Professionals,MASCO 2008,7.3
Malaysia,2013,Technicians and associate professionals   ,MASCO 2008,"1,292.6"
Johor,2013,Technicians and associate professionals   ,MASCO 2008,176.3
Kedah,2013,Technicians and associate professionals   ,MASCO 2008,61.5
Kelantan,2013,Technicians and associate professionals   ,MASCO 2008,31.2
Melaka,2013,Technicians and associate professionals   ,MASCO 2008,37.8
Negeri Sembilan,2013,Technicians and associate professionals   ,MASCO 2008,39.9
Pahang,2013,Technicians and associate professionals   ,MASCO 2008,41.2
Pulau Pinang,2013,Technicians and associate professionals   ,MASCO 2008,96.7
Perak,2013,Technicians and associate professionals   ,MASCO 2008,70.4
Perlis,2013,Technicians and associate professionals   ,MASCO 2008,5.3
Selangor,2013,Technicians and associate professionals   ,MASCO 2008,413.1
Terengganu,2013,Technicians and associate professionals   ,MASCO 2008,31.3
Sabah,2013,Technicians and associate professionals   ,MASCO 2008,81.3
Sarawak,2013,Technicians and associate professionals   ,MASCO 2008,79.7
W.P. Kuala Lumpur,2013,Technicians and associate professionals   ,MASCO 2008,112.9
W.P Labuan,2013,Technicians and associate professionals   ,MASCO 2008,5.9
W.P.Putrajaya,2013,Technicians and associate professionals   ,MASCO 2008,8.1
Malaysia,2013,Clerical support workers,MASCO 2008,"1,190.7"
Johor,2013,Clerical support workers,MASCO 2008,143.0
Kedah,2013,Clerical support workers,MASCO 2008,47.0
Kelantan,2013,Clerical support workers,MASCO 2008,29.4
Melaka,2013,Clerical support workers,MASCO 2008,32.2
Negeri Sembilan,2013,Clerical support workers,MASCO 2008,42.7
Pahang,2013,Clerical support workers,MASCO 2008,47.3
Pulau Pinang,2013,Clerical support workers,MASCO 2008,83.9
Perak,2013,Clerical support workers,MASCO 2008,66.9
Perlis,2013,Clerical support workers,MASCO 2008,6.6
Selangor,2013,Clerical support workers,MASCO 2008,326.5
Terengganu,2013,Clerical support workers,MASCO 2008,24.4
Sabah,2013,Clerical support workers,MASCO 2008,117.6
Sarawak,2013,Clerical support workers,MASCO 2008,83.6
W.P. Kuala Lumpur,2013,Clerical support workers,MASCO 2008,120.9
W.P Labuan,2013,Clerical support workers,MASCO 2008,6.4
W.P.Putrajaya,2013,Clerical support workers,MASCO 2008,12.2
Malaysia,2013,Service and sales workers,MASCO 2008,"2,911.0"
Johor,2013,Service and sales workers,MASCO 2008,345.1
Kedah,2013,Service and sales workers,MASCO 2008,179.0
Kelantan,2013,Service and sales workers,MASCO 2008,169.4
Melaka,2013,Service and sales workers,MASCO 2008,105.6
Negeri Sembilan,2013,Service and sales workers,MASCO 2008,115.0
Pahang,2013,Service and sales workers,MASCO 2008,159.6
Pulau Pinang,2013,Service and sales workers,MASCO 2008,171.2
Perak,2013,Service and sales workers,MASCO 2008,228.8
Perlis,2013,Service and sales workers,MASCO 2008,26.7
Selangor,2013,Service and sales workers,MASCO 2008,517.2
Terengganu,2013,Service and sales workers,MASCO 2008,94.1
Sabah,2013,Service and sales workers,MASCO 2008,344.7
Sarawak,2013,Service and sales workers,MASCO 2008,205.8
W.P. Kuala Lumpur,2013,Service and sales workers,MASCO 2008,236.7
W.P Labuan,2013,Service and sales workers,MASCO 2008,7.7
W.P.Putrajaya,2013,Service and sales workers,MASCO 2008,4.6
Malaysia,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,"1,180.2"
Johor,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,81.7
Kedah,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,141.4
Kelantan,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,112.7
Melaka,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,16.3
Negeri Sembilan,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,36.8
Pahang,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,92.9
Pulau Pinang,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,17.2
Perak,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,100.1
Perlis,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,12.7
Selangor,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,29.6
Terengganu,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,43.2
Sabah,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,268.2
Sarawak,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,226.1
W.P. Kuala Lumpur,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,0.3
W.P Labuan,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,0.8
W.P.Putrajaya,2013,"Skilled agricultural, forestry and fishery workers       ",MASCO 2008,0.1
Malaysia,2013,Craft and related trades workers ,MASCO 2008,"1,492.1"
Johor,2013,Craft and related trades workers ,MASCO 2008,220.5
Kedah,2013,Craft and related trades workers ,MASCO 2008,101.3
Kelantan,2013,Craft and related trades workers ,MASCO 2008,97.3
Melaka,2013,Craft and related trades workers ,MASCO 2008,37.3
Negeri Sembilan,2013,Craft and related trades workers ,MASCO 2008,38.4
Pahang,2013,Craft and related trades workers ,MASCO 2008,82.2
Pulau Pinang,2013,Craft and related trades workers ,MASCO 2008,89.9
Perak,2013,Craft and related trades workers ,MASCO 2008,119.9
Perlis,2013,Craft and related trades workers ,MASCO 2008,12.6
Selangor,2013,Craft and related trades workers ,MASCO 2008,201.2
Terengganu,2013,Craft and related trades workers ,MASCO 2008,79.8
Sabah,2013,Craft and related trades workers ,MASCO 2008,192.9
Sarawak,2013,Craft and related trades workers ,MASCO 2008,148.1
W.P. Kuala Lumpur,2013,Craft and related trades workers ,MASCO 2008,64.4
W.P Labuan,2013,Craft and related trades workers ,MASCO 2008,5.9
W.P.Putrajaya,2013,Craft and related trades workers ,MASCO 2008,0.5
Malaysia,2013,Plant and machine-operators and assemblers,MASCO 2008,"1,694.4"
Johor,2013,Plant and machine-operators and assemblers,MASCO 2008,261.8
Kedah,2013,Plant and machine-operators and assemblers,MASCO 2008,132.0
Kelantan,2013,Plant and machine-operators and assemblers,MASCO 2008,39.7
Melaka,2013,Plant and machine-operators and assemblers,MASCO 2008,64.1
Negeri Sembilan,2013,Plant and machine-operators and assemblers,MASCO 2008,60.8
Pahang,2013,Plant and machine-operators and assemblers,MASCO 2008,59.9
Pulau Pinang,2013,Plant and machine-operators and assemblers,MASCO 2008,149.0
Perak,2013,Plant and machine-operators and assemblers,MASCO 2008,129.6
Perlis,2013,Plant and machine-operators and assemblers,MASCO 2008,8.9
Selangor,2013,Plant and machine-operators and assemblers,MASCO 2008,415.0
Terengganu,2013,Plant and machine-operators and assemblers,MASCO 2008,33.8
Sabah,2013,Plant and machine-operators and assemblers,MASCO 2008,176.0
Sarawak,2013,Plant and machine-operators and assemblers,MASCO 2008,102.3
W.P. Kuala Lumpur,2013,Plant and machine-operators and assemblers,MASCO 2008,57.2
W.P Labuan,2013,Plant and machine-operators and assemblers,MASCO 2008,2.9
W.P.Putrajaya,2013,Plant and machine-operators and assemblers,MASCO 2008,1.4
Malaysia,2013,Elementary occupations  ,MASCO 2008,"1,804.0"
Johor,2013,Elementary occupations  ,MASCO 2008,154.3
Kedah,2013,Elementary occupations  ,MASCO 2008,90.2
Kelantan,2013,Elementary occupations  ,MASCO 2008,61.4
Melaka,2013,Elementary occupations  ,MASCO 2008,32.7
Negeri Sembilan,2013,Elementary occupations  ,MASCO 2008,60.5
Pahang,2013,Elementary occupations  ,MASCO 2008,114.6
Pulau Pinang,2013,Elementary occupations  ,MASCO 2008,77.0
Perak,2013,Elementary occupations  ,MASCO 2008,129.4
Perlis,2013,Elementary occupations  ,MASCO 2008,9.4
Selangor,2013,Elementary occupations  ,MASCO 2008,321.5
Terengganu,2013,Elementary occupations  ,MASCO 2008,50.7
Sabah,2013,Elementary occupations  ,MASCO 2008,375.7
Sarawak,2013,Elementary occupations  ,MASCO 2008,226.4
W.P. Kuala Lumpur,2013,Elementary occupations  ,MASCO 2008,92.9
W.P Labuan,2013,Elementary occupations  ,MASCO 2008,4.3
W.P.Putrajaya,2013,Elementary occupations  ,MASCO 2008,3.0
Malaysia,2012,Total,MASCO 2008,"12,820.5"
Johor,2012,Total,MASCO 2008,"1,481.5"
Kedah,2012,Total,MASCO 2008,786.9
Kelantan,2012,Total,MASCO 2008,578.7
Melaka,2012,Total,MASCO 2008,357.0
Negeri Sembilan,2012,Total,MASCO 2008,442.1
Pahang,2012,Total,MASCO 2008,633.1
Pulau Pinang,2012,Total,MASCO 2008,779.8
Perak,2012,Total,MASCO 2008,927.1
Perlis,2012,Total,MASCO 2008,87.1
Selangor,2012,Total,MASCO 2008,"2,776.1"
Terengganu,2012,Total,MASCO 2008,389.6
Sabah,2012,Total,MASCO 2008,"1,537.4"
Sarawak,2012,Total,MASCO 2008,"1,143.9"
W.P. Kuala Lumpur,2012,Total,MASCO 2008,820.4
W.P Labuan,2012,Total,MASCO 2008,39.4
W.P.Putrajaya,2012,Total,MASCO 2008,40.3
Malaysia,2012,Managers             ,MASCO 2008,684.4
Johor,2012,Managers             ,MASCO 2008,71.0
Kedah,2012,Managers             ,MASCO 2008,26.0
Kelantan,2012,Managers             ,MASCO 2008,10.7
Melaka,2012,Managers             ,MASCO 2008,15.8
Negeri Sembilan,2012,Managers             ,MASCO 2008,22.9
Pahang,2012,Managers             ,MASCO 2008,16.7
Pulau Pinang,2012,Managers             ,MASCO 2008,51.5
Perak,2012,Managers             ,MASCO 2008,46.6
Perlis,2012,Managers             ,MASCO 2008,4.8
Selangor,2012,Managers             ,MASCO 2008,234.0
Terengganu,2012,Managers             ,MASCO 2008,16.7
Sabah,2012,Managers             ,MASCO 2008,54.6
Sarawak,2012,Managers             ,MASCO 2008,42.3
W.P. Kuala Lumpur,2012,Managers             ,MASCO 2008,64.9
W.P Labuan,2012,Managers             ,MASCO 2008,2.1
W.P.Putrajaya,2012,Managers             ,MASCO 2008,3.9
Malaysia,2012,Professionals,MASCO 2008,"1,244.0"
Johor,2012,Professionals,MASCO 2008,95.1
Kedah,2012,Professionals,MASCO 2008,54.8
Kelantan,2012,Professionals,MASCO 2008,46.4
Melaka,2012,Professionals,MASCO 2008,36.6
Negeri Sembilan,2012,Professionals,MASCO 2008,40.1
Pahang,2012,Professionals,MASCO 2008,47.4
Pulau Pinang,2012,Professionals,MASCO 2008,73.9
Perak,2012,Professionals,MASCO 2008,75.2
Perlis,2012,Professionals,MASCO 2008,7.8
Selangor,2012,Professionals,MASCO 2008,436.3
Terengganu,2012,Professionals,MASCO 2008,35.8
Sabah,2012,Professionals,MASCO 2008,91.2
Sarawak,2012,Professionals,MASCO 2008,77.1
W.P. Kuala Lumpur,2012,Professionals,MASCO 2008,114.6
W.P Labuan,2012,Professionals,MASCO 2008,4.0
W.P.Putrajaya,2012,Professionals,MASCO 2008,7.8
Malaysia,2012,Technicians and associate professionals   ,MASCO 2008,"1,283.4"
Johor,2012,Technicians and associate professionals   ,MASCO 2008,166.7
Kedah,2012,Technicians and associate professionals   ,MASCO 2008,54.5
Kelantan,2012,Technicians and associate professionals   ,MASCO 2008,29.7
Melaka,2012,Technicians and associate professionals   ,MASCO 2008,37.4
